participant_id,AET1,AET2,AET3,AET4,CLA1,CLA2,CLA3,CLA4,ALU1,ALU2,ALU3,ALU4,RDG1,RDG2,RDG3,RDG4,WHC1,WHC2,WHC3,WHC4,CEJ1,CEJ2,CEJ3,CEJ4,AISE1,AISE2,AISE3,AISE4,PEC1,PEC2,PEC3,PEC4,PI1,PI2,PI3,PI4,SD1,SD2,SD3,SD4,AET,CLA,ALU,RDG,WHC,CEJ,AI_Readiness_Total,ai_self_efficacy,prompt_engineering_confidence,political_interest,social_desirability,general_cognitive_ability,prior_coding_experience_years,programming_self_efficacy,coding_knowledge_test,coding_accuracy,debugging_score,code_quality_rating,coding_efficiency,coding_performance_task
47,3.0,,3.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,,3.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.3333333333333335,5.0,2.5,3.5,2.25,4.5,3.5138888888888893,3.75,2.6666666666666665,3.0,1.25,0.6944052865701363,4.5,1.8523757243864971,-0.061600185496330444,1.9502417986365506,1.04260948745032,0.31075042205397085,0.17567090907501068,0.9119544754584188
48,2.0,2.0,5.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,2.0,3.0,4.0,2.0,3.0,5.0,2.0,3.0,2.0,,2.0,2.0,5.0,4.0,3.0,4.0,3.25,2.0,1.5,3.5,4.25,4.25,3.125,2.75,3.25,2.0,4.0,0.8521763021805635,4.1,1.7916844032598656,0.038995994352029786,0.8483897117088712,1.680785098829947,0.3638688957315344,0.9260689995296434,0.6401903020352351
49,2.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,,5.0,5.0,5.0,3.0,3.0,1.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,1.0,3.0,3.0,4.0,2.0,1.0,3.0,2.25,1.25,2.25,1.5,5.0,2.5416666666666665,2.75,4.0,3.25,2.5,-0.8619198850104618,11.3,-1.4012589640727706,1.4491560035747626,-0.5881423873758842,0.9023129250141952,1.4079275372097468,0.26431064528592346,0.6951938602579363
50,4.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,3.0,3.0,5.0,5.0,5.0,,5.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,3.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,3.75,4.0,4.0,5.0,3.75,5.0,4.25,4.25,4.0,2.5,3.5,0.4487475202371149,6.2,-0.7177796223979774,-0.05979926261646778,1.2459204144434863,0.42866039035843245,0.15123865234361272,0.5315083633584748,0.7031494561434664
51,3.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,,2.0,1.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,1.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,4.0,2.0,3.75,4.5,2.25,3.25,3.5,2.5,3.75,1.75,1.147275843686517,3.6,-0.18979267702266964,-0.29751685067229794,0.29553522583643277,-1.6876457130903821,0.40871066967839714,0.2215347305293335,-0.09004817979288454
52,3.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,4.0,3.0,2.0,5.0,2.0,,,3.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,5.0,5.0,2.5,2.5,3.5,2.5,3.75,4.0,3.125,1.0,2.5,2.0,4.25,1.2484351413505386,0.6,0.5367994833512434,-1.1320021797398212,-0.963722456930654,-0.2064271310762672,-0.8923165422924405,-0.8781646771614042,-0.5001185978272066
53,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.5,2.0,3.25,1.75,2.25,2.25,2.3333333333333335,2.25,1.0,2.0,1.0,0.8813128632125179,1.8,-0.8049153081516055,-0.5349549422111504,-0.5715255833600444,-1.1090298712198818,0.7902800701679584,-0.18504135945427402,-0.5998404375795324
54,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,,3.0,3.0,4.0,2.0,5.0,4.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,4.5,4.25,4.25,5.0,2.0,5.0,4.166666666666667,3.0,3.75,1.75,2.75,1.2290279481148008,2.5,0.2579521614040183,0.4189073650509594,1.784348669626653,1.2655924441093553,0.5051136144795699,1.2770040309351238,1.6051056446875238
55,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,2.75,1.0,3.25,2.0,2.75,2.0,2.2916666666666665,2.3333333333333335,1.25,2.0,1.5,-1.570030915261892,4.9,,-1.7419804412719329,-1.4478863421710608,-0.3468482826353619,-0.21969090840590255,-0.11215083519583842,-0.82724068443616
56,5.0,5.0,3.0,5.0,1.0,2.0,1.0,1.0,5.0,4.0,3.0,3.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,5.0,4.0,3.0,1.0,1.0,4.5,1.25,3.75,4.25,4.5,2.5,3.4583333333333335,3.0,1.0,3.75,2.25,0.026978478168801435,3.5,0.3931413735318232,-1.1204063090222947,-0.016739902145098677,-0.056887694032579775,-1.408363066122653,-0.8709014038103351,-0.2777827969709187
57,4.0,5.0,5.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,,3.0,3.0,5.0,4.0,1.0,4.0,4.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,,3.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0,3.0,,3.0,4.5,2.0,1.5,3.6666666666666665,3.25,2.75,2.944444444444444,2.0,2.3333333333333335,2.75,3.0,-0.8549244474697206,4.2,0.2232562081280104,0.1284400669273433,0.6310682364178258,0.3852463272129571,0.7284751635927552,-0.032690891797488845,0.6300903532013089
58,3.0,2.0,5.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.75,2.5,1.75,2.0,2.25,1.0,2.0416666666666665,1.25,1.25,4.0,2.75,0.960191914841091,4.4,0.9963853127354945,-0.13002504171315452,0.19842977413839163,-0.1374345381714039,-0.8173951233304669,-0.12578865510976933,-0.4388191926833954
59,2.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,2.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,5.0,3.0,4.0,,3.0,3.0,4.0,1.0,3.0,2.0,4.0,3.25,4.0,4.75,4.0,4.0,4.0,4.0,2.75,3.5,3.3333333333333335,2.5,0.7306275084474215,3.0,-0.623465368695531,1.217203376239867,-0.2651435475732536,0.6286915505697444,-0.08523979631868261,1.2548848833669188,0.5746584137471304
60,5.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,1.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,,1.0,4.0,3.5,4.25,3.5,5.0,2.75,3.25,3.7083333333333335,3.0,2.75,2.25,2.0,0.6753998029150642,2.3,1.8048041397415038,-0.8328696909165914,-0.0742186425001993,1.483493870858436,0.4655400509190031,0.9745986398912118,0.8666347778784487
61,3.0,5.0,2.0,3.0,4.0,2.0,2.0,,4.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,3.25,2.6666666666666665,3.5,3.5,2.0,1.0,2.6527777777777777,1.25,2.25,1.5,2.75,0.4493797809375559,3.0,0.32955380104333076,,0.04309202749736003,-0.8681666133450602,-0.7146022323704925,1.1891158246491873,-0.2587055644009538
62,3.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,2.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,2.0,2.0,,4.0,4.0,3.0,2.0,4.0,4.0,5.0,3.0,3.0,5.0,3.5,3.75,3.25,4.25,3.7916666666666665,3.75,3.0,3.25,4.0,-0.19412857193152303,4.0,-0.6493658507649092,0.02590324602594298,-0.10910213668835568,0.003935078741257965,-0.7077998871476712,1.1233392733560115,-0.054311716577656315
63,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,4.0,5.0,2.0,4.0,1.0,1.0,,1.0,1.5,1.0,1.0,1.25,2.75,3.5,1.8333333333333333,1.5,1.0,3.75,1.0,,5.3,-0.6050685811966061,0.018853007405689494,-1.5561148241198952,-1.3243873877183177,-1.1040083619590622,-0.5745970175823071,-1.6490076516973997
64,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,2.0,5.0,2.0,4.0,3.0,4.0,5.0,2.0,,5.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,4.5,5.0,5.0,4.5,3.5,3.5,4.333333333333333,3.6666666666666665,4.25,3.75,3.0,0.05060352683308512,2.6,1.5231255093012779,0.793065412530908,0.2119313774137852,2.0559125206620568,-0.03545318578794453,1.6989235687317714,1.1703151695396743
65,3.0,1.0,2.0,1.0,5.0,3.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,,5.0,3.0,2.0,1.0,3.0,5.0,1.0,2.0,,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,3.0,5.0,4.0,1.75,4.5,2.75,2.75,3.3333333333333335,2.5,2.930555555555556,2.6666666666666665,2.0,2.75,4.25,-1.1734859793463848,3.1,0.11787229906562874,0.11775466374675059,0.4078108565526363,0.20008899118683884,-0.8386361927051746,-1.6573652227424207,-0.5648887280604064
66,5.0,3.0,,5.0,4.0,5.0,5.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,,5.0,4.0,2.0,2.0,,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,1.0,4.333333333333333,4.5,2.0,1.6666666666666667,3.25,3.3333333333333335,3.1805555555555554,3.5,2.25,3.75,3.25,0.48164264575928856,5.1,1.0094888676329432,0.35458345332380453,0.7173128228791567,0.8488641332221465,0.5077340798445173,0.3918021954882864,0.4892194154584985
67,4.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,,1.0,2.0,3.75,2.75,2.75,1.25,3.25,4.75,3.0833333333333335,4.25,4.25,3.75,1.6666666666666667,-0.7611067370661107,4.0,-0.4111594109498593,0.43407227091955597,0.12883311564251068,0.14634645346842795,-0.11202063019910194,0.6929371589278966,0.03910263940426432
68,5.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,,5.0,,5.0,2.0,3.0,3.0,3.0,4.0,5.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,5.0,2.0,2.0,4.0,3.0,2.0,3.5,2.5,2.5,3.3333333333333335,3.3333333333333335,3.75,3.152777777777778,1.5,2.0,4.0,2.75,-0.2776851165899346,1.7,-1.1982450563438636,-0.5307139623985117,0.3226657841359337,-0.6656772958774478,-0.7064815896237419,-1.1535408403096026,-0.66817931685201
69,5.0,4.0,5.0,4.0,3.0,2.0,,3.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,,4.0,3.0,3.0,4.0,5.0,,4.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,1.0,,1.0,2.0,4.5,2.6666666666666665,3.75,3.25,3.3333333333333335,4.333333333333333,3.638888888888889,2.25,3.75,3.25,1.3333333333333333,-0.49750785134166675,9.6,1.2877888573742475,0.1591508615894202,0.46798325266800966,1.4579727020798268,-0.0037493586370605267,1.2878782251685261,1.3000639438249781
70,1.0,2.0,3.0,1.0,4.0,2.0,3.0,,2.0,2.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,1.75,3.0,2.5,2.0,1.5,2.0,2.125,2.0,2.75,3.75,4.25,0.34358601816407247,0.8,-0.8430060288344277,1.2661895231184646,-0.29583393301902017,-0.7578462324925705,-0.007158220712024964,-0.1250295837975107,-0.29275670014935284
71,4.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,,4.0,4.0,1.0,4.0,5.0,2.0,5.0,4.0,,2.0,2.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,5.0,5.0,2.0,2.0,3.0,2.0,3.0,4.0,5.0,4.0,3.75,2.25,3.0,4.0,2.6666666666666665,3.75,3.2361111111111107,2.25,3.75,2.25,4.0,-1.1525541518590536,4.1,0.7397370798698847,-0.23823557292339903,-0.4749782566712628,0.066031323605275,0.1861461014082361,-0.6005284117460005,-0.1486253492268684
72,2.0,2.0,2.0,3.0,4.0,5.0,2.0,4.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,,5.0,2.0,4.0,5.0,2.0,2.0,5.0,4.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,2.25,3.75,3.25,4.0,3.5,3.6666666666666665,3.402777777777778,3.25,3.25,2.5,4.0,0.681134749509695,2.3,1.6935205298388494,1.8797152852627492,1.250557469196281,1.6572165116110587,1.1671194727781287,0.6891308322346692,1.330857311081543
73,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,3.0,4.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.25,1.75,1.25,1.5,1.25,1.3333333333333333,1.0,2.0,3.5,1.0,0.018668822661643696,1.3,-2.314351227223985,-1.4781902273162115,-2.5806690130520002,-1.0399549999419877,-2.01645477016913,-2.4735472498376305,-2.322563803165945
74,5.0,4.0,5.0,5.0,5.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,,3.0,5.0,1.0,4.0,5.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,,3.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.75,3.0,2.5,3.0,3.75,2.0,3.1666666666666665,3.75,3.3333333333333335,4.0,4.0,-0.5772178007014687,1.0,0.7526522545487524,-0.5561382886915909,-0.4220964382779493,-1.087614401226913,0.15336098978308738,0.3512612633970572,-0.22100996804467923
75,4.0,4.0,3.0,3.0,,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,5.0,3.0,5.0,2.0,4.0,,3.0,4.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,3.5,2.3333333333333335,3.5,2.0,2.25,4.25,2.9722222222222228,3.5,3.3333333333333335,1.25,3.5,0.442815861000094,3.7,0.4111473815261996,0.8779394387180237,0.5633409650335066,-0.44449055454405484,0.7786566227986182,-0.1274066503200391,0.7705506304866376
76,3.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,,5.0,5.0,5.0,2.0,3.0,3.0,5.0,5.0,3.0,,2.0,3.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,2.0,3.75,4.75,5.0,3.25,4.333333333333333,2.5,3.9305555555555554,4.75,4.0,3.0,3.25,-0.2639336637499762,3.3,0.008329067112341859,0.23550163770390278,0.9287838859614713,0.20531439441020038,1.829741134881952,0.68238213225762,0.9120029536108867
77,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,1.5,1.75,3.25,1.0,2.75,1.5,1.9583333333333333,2.0,2.0,4.5,4.75,1.2205888047212547,0.3,0.013580732634366087,0.08428457931789074,-0.7878995439997446,-0.39269234116328006,-0.4656880627847801,-0.4382018655486479,-0.7033977720553526
78,2.0,3.0,,2.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0,5.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,,2.0,,4.0,2.0,1.0,1.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.3333333333333335,2.5,4.25,2.5,2.75,3.0,2.8888888888888893,3.0,1.75,4.25,2.75,1.3595509846384473,0.7,0.08811738854853558,0.2391701624903457,0.6789585352296129,-1.090420759415845,-0.7857985585739099,0.4028741256832365,-0.2686331845134987
79,3.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,,3.0,4.0,2.0,1.0,2.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,1.0,3.0,2.0,2.0,3.5,2.25,2.5,4.0,2.25,4.75,3.2083333333333335,2.25,3.25,3.25,2.0,-0.7917055914694818,5.7,0.8420506490434112,-0.18781897668006473,0.7572811400067475,0.6992799744820962,-0.7684945411166587,0.39612823321470364,0.587738894704052
80,1.0,2.0,1.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.25,3.0,2.5,3.75,1.5,2.6666666666666665,2.25,2.5,2.25,1.5,-2.92706228007638,1.6,-0.828898089941569,-1.99802823661446,-1.1830317918943556,-2.3722162247422904,-1.057637587686235,-1.594199567660649,-1.3021150486238737
81,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,4.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,1.0,4.0,3.0,5.0,5.0,2.0,3.0,5.0,1.0,2.5,1.5,1.0,4.0,2.0,2.75,2.2916666666666665,3.0,2.0,4.25,2.75,-0.534562441659825,,-0.4029673051750434,-0.442444767255872,-2.1006548141103014,0.5181632575888927,0.2852121425308541,-0.3640209695458948,-0.8267395680963556
82,4.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,2.0,5.0,2.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,2.75,5.0,4.25,4.25,3.0,3.75,3.8333333333333335,4.25,5.0,2.25,2.25,2.1687936682489806,,1.2985336595077046,2.4299991339024696,2.22106699731495,1.0076082166081997,2.334690394191007,2.276225267519522,1.9908979536696578
83,1.0,1.0,2.0,1.0,2.0,2.0,,3.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.25,2.3333333333333335,2.0,2.0,2.0,3.25,2.138888888888889,2.3333333333333335,1.75,1.75,2.75,-0.7559290458436414,9.5,-1.2859911205132217,-0.9052825918611135,0.23551741316746222,-0.9641824244778885,-0.6775836244158844,0.529764674783088,0.1345055541476942
84,5.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,4.0,,3.0,3.0,3.0,,3.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,2.0,2.0,4.0,4.5,5.0,4.25,5.0,4.75,4.583333333333333,3.0,4.0,3.75,1.75,0.8079304130775955,,0.22262694521953122,0.15796490971567567,0.7523261185162428,0.41469686094171654,1.307764320405131,1.1615663395213787,1.4243387277496857
85,4.0,5.0,2.0,4.0,3.0,5.0,2.0,4.0,1.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,,5.0,5.0,3.75,3.5,3.25,4.0,2.75,3.75,3.5,2.0,2.0,1.0,4.333333333333333,-0.6044487270696713,2.7,-0.6584036966527121,0.14082982402506306,0.2511750914130523,-0.4371695628539649,-0.1109127593085466,-0.16837948239963665,-0.49735622382750977
86,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,4.0,2.0,2.0,2.0,2.0,1.25,2.0,2.0,1.0,2.0,1.25,1.5833333333333333,1.5,1.0,3.75,2.0,-0.6501220312401021,4.8,-1.2900924314521014,0.2890171999257373,-0.5671741839288932,-2.0680813883119735,-0.6349235649488444,-1.095315030754052,-1.0609752495845919
87,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,1.0,5.0,3.0,3.0,3.0,5.0,3.0,4.5,4.25,4.75,4.5,3.0,3.75,4.125,4.0,4.75,2.75,3.5,0.7492149645801235,8.9,1.144731403696897,1.2744693202285167,1.765005415039944,,1.1409418056607994,1.107751624544192,2.0932636915181195
88,4.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,,4.0,4.0,4.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,3.5,5.0,3.75,2.75,3.75,4.0,3.7916666666666665,4.75,4.0,3.0,2.0,0.3258482835233678,3.6,-0.43757881801027926,1.3722754058767184,-0.215653673534641,1.027028968426903,1.9891931333387025,0.5296339391398084,1.1795796449457485
89,2.0,4.0,3.0,1.0,5.0,,3.0,3.0,4.0,5.0,5.0,3.0,1.0,,2.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,,2.0,1.0,3.0,2.0,1.0,1.0,2.5,3.6666666666666665,4.25,2.6666666666666665,5.0,2.25,3.388888888888889,3.75,1.5,1.6666666666666667,1.75,-0.20336906369469251,1.1,-0.4910850278579765,-0.8238986440106651,-0.7386880091553284,-0.2589649280032724,1.1360765349091213,0.5088189922829849,0.16667378150501194
90,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,1.0,2.0,2.0,4.0,3.0,4.0,4.0,4.5,4.75,4.333333333333333,5.0,4.25,4.75,4.597222222222222,5.0,4.5,1.75,3.75,0.16475063163720696,6.8,2.425226148169341,0.6419585472563135,2.0230918669725306,1.5527827164635666,1.3663201514953744,1.6482343436047646,1.8002442934326597
91,3.0,3.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,2.0,3.0,,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,3.25,4.25,4.5,3.75,3.0,2.75,3.5833333333333335,1.75,4.0,5.0,4.0,0.7755281779767069,,0.40608637530946673,0.636251568588275,-0.36143782463522817,1.962005872112593,0.438538686674318,0.775765726814412,0.8727692716590425
92,1.0,2.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,5.0,5.0,1.0,1.0,,1.0,3.0,3.0,3.0,1.0,2.5,3.75,4.25,3.0,3.25,3.5,3.375,1.75,4.0,1.0,2.5,1.365082488465153,0.9,-0.17536069564724346,1.2046260509448512,0.47979568998834804,0.7106723143057512,0.5502894738609658,0.24878531070570975,0.8636009283378635
93,3.0,2.0,3.0,4.0,3.0,5.0,5.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,2.0,2.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.5,2.5,4.5,3.0,3.4166666666666665,3.5,3.75,2.75,2.25,-0.046271148365935384,4.1,0.8854935819372722,-0.6905820311213127,0.11240427475369347,0.06781023905234315,-0.21701542653529543,-0.43941586822499634,
